user_id,num_ratings,avg_rating,std_rating,avg_days_between_ratings,days_active,signup_year
0002de74-7304-43dc-b6f9-9cfc8c0fe905,18,3.9444444444444446,0.9375953110592342,18.058823529411764,316,2024
0005bf3c-a370-48e7-b8b3-52bff737c7e5,17,3.176470588235294,1.1850788010532811,19.1875,313,2021
000bba42-892f-4c54-b5fa-bf1707d8419a,4,4.0,0.0,19.666666666666668,60,2025
001e4f4e-cd09-4675-a312-2bd09599a75b,19,4.315789473684211,0.8852263727398504,19.5,360,2023
00280e81-0174-441b-9b4a-8da0543493d8,17,3.8823529411764706,1.1114378604524227,20.125,329,2021
0033c1f6-e4fb-4ca9-8365-5fc77762b7fe,20,3.3,1.260743306232687,17.736842105263158,344,2023
0036f437-02d7-476d-bc38-6ad4ba083f0b,19,3.789473684210526,1.2283207764360908,19.0,350,2024
005db552-25a6-4e17-a6d3-a432f9ff6c11,4,4.0,1.4142135623730951,12.0,38,2025
005f0b83-b493-471b-b66a-1a8fcfe428c0,6,3.5,1.378404875209022,18.0,92,2025
0063f065-44c0-4c0f-97e2-2dcfc82fff48,12,3.8333333333333335,1.403458930534474,28.272727272727273,316,2021
006cf193-1c12-437f-b69d-98925efcddc1,4,4.0,0.816496580927726,13.333333333333334,41,2025
007e4031-17b7-4565-a836-920683e087d2,8,3.875,0.6408699444616557,28.285714285714285,201,2024
008383ff-38d1-4f90-9f70-d03c843ef566,2,4.0,0.0,27.0,27,2025
00af2bba-476f-4f78-99e2-dd35ed886af2,17,4.176470588235294,1.0744355563298722,20.75,341,2023
00b87447-2ce4-4ef9-8d5b-fec03db10267,14,3.5,1.0919284281983377,23.692307692307693,313,2021
00dc46f7-c168-4da4-b227-28b5ef57283b,12,3.5,0.5222329678670934,29.818181818181817,334,2021
00dced8e-04c9-4205-9bec-bc11564db354,12,3.75,0.8660254037844386,24.636363636363637,276,2022
00e2626a-c5a3-4f16-8241-6ea11da87aa1,1,3.0,0.0,0.0,0,2025
0100291e-c974-48ff-bbdf-f33ec3987830,11,4.2727272727272725,0.6466697906828632,22.8,232,2023
0107bf9c-7b24-4141-8e8c-03a4693b8c99,11,3.6363636363636362,1.2060453783110545,33.2,338,2024
011699ad-b1fd-421c-911d-6171a83e2ded,15,3.4,1.2421180068162376,24.5,350,2023
011e629d-fa62-43dc-ab31-da0efdd37d9e,20,4.0,0.9176629354822471,18.473684210526315,361,2022
012d1dda-ff35-41c6-82d8-5bde14eeac01,10,4.3,0.674948557710553,27.333333333333332,250,2022
0135784f-1bd7-4b63-907e-b31d37066665,19,3.736842105263158,1.3267380744248864,18.333333333333332,340,2023
014574ed-5232-4751-b25a-0a3b01121134,14,4.071428571428571,0.9168747682531898,21.46153846153846,286,2023
01477fb0-dba2-4f33-9edd-91b9f093e1d9,10,3.9,1.286683937707919,37.333333333333336,341,2022
01559c01-ae25-413c-baac-3655f58ca021,16,3.75,1.1832159566199232,19.866666666666667,306,2022
0160e6f1-f26f-4c8b-af13-b8e739f4648f,8,3.625,0.9161253813129043,17.428571428571427,124,2024
01615d23-6d6e-49a8-9371-1f49e406d003,16,3.875,1.3601470508735445,22.0,336,2024
01a8746c-eaaf-4f9f-a7d0-5b1d6c931dd3,7,4.428571428571429,0.786795792469443,21.5,133,2024
01bc0b5a-a596-44fb-bfb4-f7a63c1b822b,19,3.3157894736842106,1.1081832770072813,14.38888888888889,267,2023
01edcc43-a70c-4d48-8646-082b833a423c,17,3.1176470588235294,1.21872643265298,22.0,359,2023
020dd1a4-628d-40d9-9bb1-45ca9f292274,7,3.857142857142857,1.3451854182690985,18.333333333333332,112,2024
0219741e-d271-40dc-b2c4-c1ca8b295626,17,3.823529411764706,0.8089572082044157,20.0625,327,2022
021eb8b8-1ef0-492d-a72c-e0e56ebbf489,16,3.4375,1.3149778198382918,22.533333333333335,346,2022
0224d59d-826b-4c5f-8981-49fe0c84afc6,2,2.5,2.1213203435596424,7.0,7,2025
